time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-06 22:00:00,18.0,3,6.0,22.0,3,7.333333333333333,26.0,3,8.666666666666666,22.0,3,7.333333333333333,0.0,1,0.0,10.0,3,3.3333333333333335
2020-04-06 23:00:00,24.0,7,3.4285714285714284,31.0,7,4.428571428571429,34.0,7,4.857142857142857,42.0,7,6.0,0.0,0,0.0,33.0,7,4.714285714285714
2020-04-07 00:00:00,23.0,4,5.75,33.0,4,8.25,21.0,4,5.25,31.0,4,7.75,0.0,0,0.0,16.0,4,4.0
2020-04-07 01:00:00,10.0,5,2.0,36.0,5,7.2,24.0,5,4.8,15.0,5,3.0,0.0,0,0.0,16.0,5,3.2
2020-04-07 02:00:00,23.0,3,7.666666666666667,19.0,3,6.333333333333333,26.0,3,8.666666666666666,14.0,3,4.666666666666667,0.0,0,0.0,25.0,3,8.333333333333334
2020-04-07 03:00:00,22.0,4,5.5,22.0,4,5.5,26.0,4,6.5,29.0,4,7.25,0.0,0,0.0,15.0,4,3.75
2020-04-07 04:00:00,38.0,4,9.5,25.0,4,6.25,15.0,4,3.75,27.0,4,6.75,1.0,1,1.0,22.0,4,5.5
2020-04-07 05:00:00,4.0,1,4.0,0.0,1,0.0,7.0,1,7.0,10.0,1,10.0,0.0,0,0.0,0.0,1,0.0
2020-04-07 06:00:00,41.0,7,5.857142857142857,33.0,7,4.714285714285714,48.0,7,6.857142857142857,40.0,7,5.714285714285714,1.0,1,1.0,41.0,7,5.857142857142857
2020-04-07 07:00:00,18.0,4,4.5,23.0,4,5.75,29.0,4,7.25,21.0,4,5.25,0.0,1,0.0,17.0,4,4.25
2020-04-07 08:00:00,25.0,6,4.166666666666667,29.0,6,4.833333333333333,42.0,6,7.0,38.0,6,6.333333333333333,0.0,0,0.0,33.0,6,5.5
2020-04-07 09:00:00,18.0,4,4.5,32.0,4,8.0,21.0,4,5.25,28.0,4,7.0,0.0,0,0.0,17.0,4,4.25
2020-04-07 10:00:00,11.0,2,5.5,12.0,2,6.0,14.0,2,7.0,12.0,2,6.0,0.0,0,0.0,10.0,2,5.0
2020-04-07 11:00:00,1.0,1,1.0,10.0,1,10.0,5.0,1,5.0,4.0,1,4.0,1.0,1,1.0,4.0,1,4.0
2020-04-07 12:00:00,38.0,7,5.428571428571429,45.0,7,6.428571428571429,41.0,7,5.857142857142857,42.0,7,6.0,0.0,0,0.0,31.0,7,4.428571428571429
2020-04-07 13:00:00,11.0,4,2.75,30.0,4,7.5,12.0,4,3.0,6.0,4,1.5,0.0,0,0.0,36.0,4,9.0
2020-04-07 14:00:00,26.0,6,4.333333333333333,25.0,6,4.166666666666667,40.0,6,6.666666666666667,26.0,6,4.333333333333333,0.0,0,0.0,41.0,6,6.833333333333333
2020-04-07 15:00:00,12.0,2,6.0,9.0,2,4.5,12.0,2,6.0,10.0,2,5.0,0.0,0,0.0,10.0,2,5.0
2020-04-07 16:00:00,22.0,4,5.5,25.0,4,6.25,15.0,4,3.75,17.0,4,4.25,0.0,0,0.0,28.0,4,7.0
2020-04-07 17:00:00,49.0,8,6.125,31.0,8,3.875,42.0,8,5.25,47.0,8,5.875,0.0,1,0.0,43.0,8,5.375
2020-04-07 18:00:00,34.0,6,5.666666666666667,27.0,6,4.5,23.0,6,3.8333333333333335,34.0,6,5.666666666666667,0.0,1,0.0,38.0,6,6.333333333333333
2020-04-07 19:00:00,34.0,6,5.666666666666667,22.0,6,3.6666666666666665,30.0,6,5.0,39.0,6,6.5,1.0,1,1.0,37.0,6,6.166666666666667
2020-04-07 20:00:00,22.0,4,5.5,24.0,4,6.0,30.0,4,7.5,24.0,4,6.0,0.0,0,0.0,5.0,4,1.25
2020-04-07 21:00:00,19.0,5,3.8,23.0,5,4.6,25.0,5,5.0,30.0,5,6.0,1.0,1,1.0,34.0,5,6.8
2020-04-07 22:00:00,45.0,6,7.5,28.0,6,4.666666666666667,50.0,6,8.333333333333334,29.0,6,4.833333333333333,0.0,0,0.0,18.0,6,3.0
2020-04-07 23:00:00,10.0,3,3.3333333333333335,11.0,3,3.6666666666666665,21.0,3,7.0,15.0,3,5.0,0.0,0,0.0,10.0,3,3.3333333333333335
2020-04-08 00:00:00,8.0,2,4.0,6.0,2,3.0,17.0,2,8.5,11.0,2,5.5,0.0,0,0.0,2.0,2,1.0
2020-04-08 01:00:00,23.0,4,5.75,12.0,4,3.0,33.0,4,8.25,15.0,4,3.75,0.0,0,0.0,22.0,4,5.5
2020-04-08 02:00:00,2.0,1,2.0,6.0,1,6.0,1.0,1,1.0,8.0,1,8.0,0.0,0,0.0,0.0,1,0.0
2020-04-08 03:00:00,24.0,4,6.0,20.0,4,5.0,16.0,4,4.0,17.0,4,4.25,1.0,1,1.0,25.0,4,6.25
2020-04-08 04:00:00,9.0,2,4.5,9.0,2,4.5,11.0,2,5.5,12.0,2,6.0,0.0,0,0.0,11.0,2,5.5
2020-04-08 05:00:00,27.0,3,9.0,21.0,3,7.0,10.0,3,3.3333333333333335,21.0,3,7.0,0.0,0,0.0,14.0,3,4.666666666666667
2020-04-08 06:00:00,43.0,7,6.142857142857143,37.0,7,5.285714285714286,40.0,7,5.714285714285714,47.0,7,6.714285714285714,0.0,1,0.0,44.0,7,6.285714285714286
2020-04-08 07:00:00,16.0,3,5.333333333333333,17.0,3,5.666666666666667,16.0,3,5.333333333333333,14.0,3,4.666666666666667,1.0,1,1.0,14.0,3,4.666666666666667
2020-04-08 08:00:00,13.0,4,3.25,25.0,4,6.25,34.0,4,8.5,28.0,4,7.0,0.0,0,0.0,9.0,4,2.25
2020-04-08 09:00:00,1021.0,305,3.3475409836065575,1037.0,305,3.4,1027.0,305,3.3672131147540982,728.0,305,2.3868852459016394,321.0,164,1.9573170731707317,1024.0,305,3.357377049180328
2020-04-08 10:00:00,1045.0,269,3.8847583643122676,1061.0,269,3.9442379182156135,1054.0,269,3.9182156133828996,747.0,269,2.7769516728624537,180.0,102,1.7647058823529411,1040.0,269,3.866171003717472
2020-04-08 11:00:00,591.0,153,3.8627450980392157,597.0,153,3.9019607843137254,624.0,153,4.078431372549019,454.0,153,2.9673202614379086,64.0,55,1.1636363636363636,615.0,153,4.019607843137255
2020-04-08 12:00:00,397.0,101,3.9306930693069306,394.0,101,3.900990099009901,373.0,101,3.6930693069306932,296.0,101,2.9306930693069306,34.0,36,0.9444444444444444,390.0,101,3.8613861386138613
2020-04-08 13:00:00,256.0,67,3.8208955223880596,271.0,67,4.044776119402985,267.0,67,3.985074626865672,209.0,67,3.1194029850746268,20.0,22,0.9090909090909091,259.0,67,3.8656716417910446
2020-04-08 14:00:00,126.0,29,4.344827586206897,137.0,29,4.724137931034483,125.0,29,4.310344827586207,107.0,29,3.689655172413793,3.0,6,0.5,126.0,29,4.344827586206897
2020-04-08 15:00:00,98.0,24,4.083333333333333,94.0,24,3.9166666666666665,107.0,24,4.458333333333333,89.0,24,3.7083333333333335,4.0,6,0.6666666666666666,106.0,24,4.416666666666667
2020-04-08 16:00:00,81.0,17,4.764705882352941,77.0,17,4.529411764705882,53.0,17,3.1176470588235294,65.0,17,3.823529411764706,5.0,4,1.25,72.0,17,4.235294117647059
2020-04-08 17:00:00,73.0,12,6.083333333333333,53.0,12,4.416666666666667,66.0,12,5.5,67.0,12,5.583333333333333,2.0,4,0.5,72.0,12,6.0
2020-04-08 18:00:00,13.0,2,6.5,17.0,2,8.5,13.0,2,6.5,10.0,2,5.0,1.0,1,1.0,10.0,2,5.0
2020-04-08 19:00:00,21.0,5,4.2,38.0,5,7.6,32.0,5,6.4,35.0,5,7.0,0.0,1,0.0,32.0,5,6.4
2020-04-08 20:00:00,12.0,5,2.4,33.0,5,6.6,23.0,5,4.6,29.0,5,5.8,1.0,1,1.0,24.0,5,4.8
2020-04-08 21:00:00,14.0,2,7.0,17.0,2,8.5,11.0,2,5.5,19.0,2,9.5,0.0,0,0.0,15.0,2,7.5
2020-04-08 22:00:00,12.0,3,4.0,11.0,3,3.6666666666666665,24.0,3,8.0,10.0,3,3.3333333333333335,0.0,1,0.0,19.0,3,6.333333333333333
2020-04-08 23:00:00,24.0,4,6.0,28.0,4,7.0,30.0,4,7.5,28.0,4,7.0,0.0,0,0.0,26.0,4,6.5
2020-04-09 00:00:00,6.0,3,2.0,14.0,3,4.666666666666667,23.0,3,7.666666666666667,15.0,3,5.0,0.0,0,0.0,8.0,3,2.6666666666666665
2020-04-09 01:00:00,46.0,7,6.571428571428571,36.0,7,5.142857142857143,41.0,7,5.857142857142857,42.0,7,6.0,0.0,1,0.0,30.0,7,4.285714285714286
2020-04-09 02:00:00,31.0,4,7.75,14.0,4,3.5,32.0,4,8.0,17.0,4,4.25,1.0,1,1.0,24.0,4,6.0
2020-04-09 03:00:00,14.0,3,4.666666666666667,19.0,3,6.333333333333333,14.0,3,4.666666666666667,21.0,3,7.0,0.0,0,0.0,25.0,3,8.333333333333334
2020-04-09 04:00:00,9.0,2,4.5,12.0,2,6.0,5.0,2,2.5,12.0,2,6.0,0.0,0,0.0,5.0,2,2.5
2020-04-09 05:00:00,24.0,4,6.0,33.0,4,8.25,24.0,4,6.0,14.0,4,3.5,0.0,1,0.0,18.0,4,4.5
2020-04-09 06:00:00,26.0,5,5.2,28.0,5,5.6,37.0,5,7.4,26.0,5,5.2,1.0,1,1.0,36.0,5,7.2
2020-04-09 07:00:00,4.0,3,1.3333333333333333,6.0,3,2.0,8.0,3,2.6666666666666665,22.0,3,7.333333333333333,1.0,1,1.0,13.0,3,4.333333333333333
2020-04-09 08:00:00,6.0,2,3.0,10.0,2,5.0,18.0,2,9.0,11.0,2,5.5,0.0,0,0.0,18.0,2,9.0
2020-04-09 09:00:00,18.0,2,9.0,19.0,2,9.5,12.0,2,6.0,20.0,2,10.0,1.0,1,1.0,4.0,2,2.0
2020-04-09 10:00:00,14.0,5,2.8,24.0,5,4.8,23.0,5,4.6,31.0,5,6.2,1.0,1,1.0,37.0,5,7.4
2020-04-09 11:00:00,21.0,4,5.25,24.0,4,6.0,11.0,4,2.75,11.0,4,2.75,0.0,0,0.0,17.0,4,4.25
2020-04-09 12:00:00,16.0,5,3.2,34.0,5,6.8,20.0,5,4.0,17.0,5,3.4,2.0,3,0.6666666666666666,37.0,5,7.4
2020-04-09 13:00:00,19.0,3,6.333333333333333,20.0,3,6.666666666666667,22.0,3,7.333333333333333,24.0,3,8.0,0.0,0,0.0,17.0,3,5.666666666666667
2020-04-09 14:00:00,22.0,3,7.333333333333333,15.0,3,5.0,30.0,3,10.0,20.0,3,6.666666666666667,0.0,0,0.0,25.0,3,8.333333333333334
2020-04-09 15:00:00,1296.0,235,5.514893617021277,587.0,235,2.497872340425532,825.0,235,3.5106382978723403,600.0,235,2.5531914893617023,114.0,122,0.9344262295081968,582.0,235,2.476595744680851
2020-04-09 16:00:00,3572.0,591,6.04399323181049,1805.0,591,3.05414551607445,2402.0,591,4.06429780033841,1837.0,591,3.1082910321489003,171.0,186,0.9193548387096774,1811.0,591,3.0642978003384096
2020-04-09 17:00:00,2166.0,348,6.224137931034483,1166.0,348,3.3505747126436782,1519.0,348,4.364942528735632,1129.0,348,3.2442528735632186,90.0,84,1.0714285714285714,1157.0,348,3.324712643678161
2020-04-09 18:00:00,1405.0,218,6.444954128440367,743.0,218,3.408256880733945,970.0,218,4.4495412844036695,761.0,218,3.4908256880733943,37.0,41,0.9024390243902439,768.0,218,3.522935779816514
2020-04-09 19:00:00,719.0,109,6.5963302752293576,396.0,109,3.63302752293578,510.0,109,4.678899082568807,402.0,109,3.688073394495413,15.0,13,1.1538461538461537,411.0,109,3.770642201834862
2020-04-09 20:00:00,588.0,87,6.758620689655173,357.0,87,4.103448275862069,427.0,87,4.908045977011494,345.0,87,3.9655172413793105,6.0,5,1.2,339.0,87,3.896551724137931
2020-04-09 21:00:00,267.0,40,6.675,173.0,40,4.325,206.0,40,5.15,168.0,40,4.2,2.0,2,1.0,157.0,40,3.925
2020-04-09 22:00:00,182.0,27,6.7407407407407405,114.0,27,4.222222222222222,130.0,27,4.814814814814815,95.0,27,3.5185185185185186,6.0,4,1.5,108.0,27,4.0
2020-04-09 23:00:00,130.0,18,7.222222222222222,70.0,18,3.888888888888889,85.0,18,4.722222222222222,67.0,18,3.7222222222222223,0.0,0,0.0,71.0,18,3.9444444444444446
2020-04-10 00:00:00,90.0,13,6.923076923076923,54.0,13,4.153846153846154,66.0,13,5.076923076923077,57.0,13,4.384615384615385,0.0,0,0.0,54.0,13,4.153846153846154
2020-04-10 01:00:00,31.0,6,5.166666666666667,36.0,6,6.0,33.0,6,5.5,22.0,6,3.6666666666666665,0.0,0,0.0,22.0,6,3.6666666666666665
2020-04-10 02:00:00,13.0,3,4.333333333333333,21.0,3,7.0,18.0,3,6.0,22.0,3,7.333333333333333,0.0,2,0.0,26.0,3,8.666666666666666
2020-04-10 03:00:00,29.0,6,4.833333333333333,30.0,6,5.0,36.0,6,6.0,39.0,6,6.5,0.0,0,0.0,36.0,6,6.0
2020-04-10 04:00:00,37.0,5,7.4,26.0,5,5.2,23.0,5,4.6,26.0,5,5.2,0.0,0,0.0,26.0,5,5.2
2020-04-10 05:00:00,9.0,1,9.0,10.0,1,10.0,8.0,1,8.0,7.0,1,7.0,0.0,0,0.0,5.0,1,5.0
2020-04-10 06:00:00,26.0,6,4.333333333333333,16.0,6,2.6666666666666665,28.0,6,4.666666666666667,32.0,6,5.333333333333333,0.0,0,0.0,32.0,6,5.333333333333333
2020-04-10 07:00:00,15.0,4,3.75,19.0,4,4.75,22.0,4,5.5,22.0,4,5.5,0.0,0,0.0,19.0,4,4.75
2020-04-10 08:00:00,60.0,8,7.5,59.0,8,7.375,29.0,8,3.625,48.0,8,6.0,2.0,2,1.0,39.0,8,4.875
2020-04-10 09:00:00,20.0,4,5.0,23.0,4,5.75,19.0,4,4.75,22.0,4,5.5,0.0,0,0.0,14.0,4,3.5
2020-04-10 10:00:00,18.0,4,4.5,20.0,4,5.0,31.0,4,7.75,30.0,4,7.5,2.0,2,1.0,28.0,4,7.0
2020-04-10 11:00:00,62.0,9,6.888888888888889,33.0,9,3.6666666666666665,31.0,9,3.4444444444444446,41.0,9,4.555555555555555,2.0,2,1.0,44.0,9,4.888888888888889
2020-04-10 12:00:00,5.0,1,5.0,7.0,1,7.0,1.0,1,1.0,1.0,1,1.0,0.0,0,0.0,9.0,1,9.0
2020-04-10 13:00:00,9.0,1,9.0,2.0,1,2.0,6.0,1,6.0,2.0,1,2.0,0.0,0,0.0,0.0,1,0.0
2020-04-10 14:00:00,15.0,2,7.5,7.0,2,3.5,19.0,2,9.5,17.0,2,8.5,0.0,0,0.0,7.0,2,3.5
2020-04-10 15:00:00,38.0,6,6.333333333333333,30.0,6,5.0,29.0,6,4.833333333333333,34.0,6,5.666666666666667,0.0,0,0.0,34.0,6,5.666666666666667
2020-04-10 16:00:00,50.0,8,6.25,50.0,8,6.25,48.0,8,6.0,55.0,8,6.875,3.0,3,1.0,46.0,8,5.75
2020-04-10 17:00:00,7.0,2,3.5,6.0,2,3.0,11.0,2,5.5,17.0,2,8.5,0.0,0,0.0,7.0,2,3.5
2020-04-10 18:00:00,53.0,8,6.625,63.0,8,7.875,48.0,8,6.0,43.0,8,5.375,0.0,1,0.0,47.0,8,5.875
2020-04-10 19:00:00,22.0,4,5.5,24.0,4,6.0,20.0,4,5.0,25.0,4,6.25,0.0,0,0.0,29.0,4,7.25
2020-04-10 20:00:00,26.0,5,5.2,37.0,5,7.4,32.0,5,6.4,25.0,5,5.0,1.0,1,1.0,26.0,5,5.2
2020-04-10 21:00:00,11.0,2,5.5,10.0,2,5.0,1.0,2,0.5,19.0,2,9.5,1.0,1,1.0,11.0,2,5.5
2020-04-10 22:00:00,38.0,6,6.333333333333333,39.0,6,6.5,27.0,6,4.5,34.0,6,5.666666666666667,2.0,2,1.0,31.0,6,5.166666666666667
2020-04-10 23:00:00,10.0,4,2.5,23.0,4,5.75,14.0,4,3.5,28.0,4,7.0,0.0,0,0.0,15.0,4,3.75
