time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-07 20:00:00,8.0,2,4.0,6.0,2,3.0,11.0,2,5.5,16.0,2,8.0,0.0,0,0.0,0.0,0,0.0
2020-04-07 21:00:00,11.0,2,5.5,13.0,2,6.5,14.0,2,7.0,3.0,2,1.5,0.0,0,0.0,0.0,0,0.0
2020-04-07 22:00:00,5.0,1,5.0,4.0,1,4.0,6.0,1,6.0,2.0,1,2.0,0.0,0,0.0,0.0,0,0.0
2020-04-07 23:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-08 00:00:00,4.0,2,2.0,15.0,2,7.5,13.0,2,6.5,10.0,2,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-08 01:00:00,20.0,5,4.0,36.0,5,7.2,34.0,5,6.8,26.0,5,5.2,1.0,1,1.0,0.0,0,0.0
2020-04-08 02:00:00,14.0,3,4.666666666666667,21.0,3,7.0,12.0,3,4.0,26.0,3,8.666666666666666,1.0,1,1.0,0.0,0,0.0
2020-04-08 03:00:00,33.0,5,6.6,23.0,5,4.6,20.0,5,4.0,24.0,5,4.8,0.0,1,0.0,0.0,0,0.0
2020-04-08 04:00:00,6.0,2,3.0,12.0,2,6.0,3.0,2,1.5,6.0,2,3.0,0.0,1,0.0,0.0,0,0.0
2020-04-08 05:00:00,27.0,4,6.75,27.0,4,6.75,32.0,4,8.0,17.0,4,4.25,1.0,1,1.0,0.0,0,0.0
2020-04-08 06:00:00,9.0,1,9.0,1.0,1,1.0,10.0,1,10.0,7.0,1,7.0,0.0,0,0.0,0.0,0,0.0
2020-04-08 07:00:00,13.0,2,6.5,14.0,2,7.0,19.0,2,9.5,2.0,2,1.0,0.0,1,0.0,0.0,0,0.0
2020-04-08 08:00:00,18.0,3,6.0,14.0,3,4.666666666666667,1.0,3,0.3333333333333333,7.0,3,2.3333333333333335,0.0,0,0.0,0.0,0,0.0
2020-04-08 09:00:00,1238.0,410,3.0195121951219512,2418.0,410,5.897560975609756,1641.0,410,4.0024390243902435,1204.0,410,2.9365853658536585,2041.0,409,4.990220048899755,22.0,6,3.6666666666666665
2020-04-08 10:00:00,1671.0,550,3.038181818181818,3317.0,550,6.030909090909091,2191.0,550,3.9836363636363634,1652.0,550,3.0036363636363634,2673.0,548,4.877737226277373,70.0,12,5.833333333333333
2020-04-08 11:00:00,1257.0,408,3.0808823529411766,2425.0,408,5.943627450980392,1659.0,408,4.0661764705882355,1218.0,408,2.985294117647059,1816.0,406,4.472906403940887,18.0,4,4.5
2020-04-08 12:00:00,1016.0,341,2.9794721407624634,2039.0,341,5.979472140762463,1373.0,341,4.026392961876833,1031.0,341,3.0234604105571847,1503.0,338,4.446745562130178,26.0,5,5.2
2020-04-08 13:00:00,616.0,200,3.08,1187.0,200,5.935,781.0,200,3.905,604.0,200,3.02,921.0,199,4.628140703517588,29.0,7,4.142857142857143
2020-04-08 14:00:00,418.0,140,2.9857142857142858,829.0,140,5.921428571428572,557.0,140,3.9785714285714286,436.0,140,3.1142857142857143,655.0,138,4.746376811594203,11.0,2,5.5
2020-04-08 15:00:00,277.0,85,3.2588235294117647,497.0,85,5.847058823529411,365.0,85,4.294117647058823,250.0,85,2.9411764705882355,383.0,82,4.670731707317073,5.0,2,2.5
2020-04-08 16:00:00,180.0,58,3.103448275862069,350.0,58,6.0344827586206895,223.0,58,3.8448275862068964,173.0,58,2.9827586206896552,270.0,58,4.655172413793103,17.0,2,8.5
2020-04-08 17:00:00,102.0,32,3.1875,176.0,32,5.5,121.0,32,3.78125,95.0,32,2.96875,152.0,30,5.066666666666666,0.0,0,0.0
2020-04-08 18:00:00,86.0,26,3.3076923076923075,162.0,26,6.230769230769231,113.0,26,4.346153846153846,110.0,26,4.230769230769231,102.0,22,4.636363636363637,0.0,0,0.0
2020-04-08 19:00:00,33.0,12,2.75,79.0,12,6.583333333333333,50.0,12,4.166666666666667,38.0,12,3.1666666666666665,50.0,10,5.0,0.0,0,0.0
2020-04-08 20:00:00,39.0,10,3.9,64.0,10,6.4,43.0,10,4.3,42.0,10,4.2,29.0,7,4.142857142857143,0.0,0,0.0
2020-04-08 21:00:00,27.0,6,4.5,37.0,6,6.166666666666667,34.0,6,5.666666666666667,23.0,6,3.8333333333333335,11.0,3,3.6666666666666665,0.0,0,0.0
2020-04-08 22:00:00,23.0,4,5.75,31.0,4,7.75,13.0,4,3.25,21.0,4,5.25,13.0,2,6.5,0.0,0,0.0
2020-04-08 23:00:00,6.0,2,3.0,10.0,2,5.0,14.0,2,7.0,8.0,2,4.0,6.0,2,3.0,0.0,0,0.0
2020-04-09 00:00:00,38.0,6,6.333333333333333,24.0,6,4.0,42.0,6,7.0,41.0,6,6.833333333333333,11.0,2,5.5,0.0,0,0.0
2020-04-09 01:00:00,22.0,4,5.5,26.0,4,6.5,34.0,4,8.5,18.0,4,4.5,1.0,1,1.0,0.0,0,0.0
2020-04-09 02:00:00,40.0,5,8.0,32.0,5,6.4,22.0,5,4.4,25.0,5,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 03:00:00,13.0,2,6.5,8.0,2,4.0,9.0,2,4.5,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 04:00:00,10.0,1,10.0,10.0,1,10.0,5.0,1,5.0,9.0,1,9.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 05:00:00,11.0,2,5.5,9.0,2,4.5,5.0,2,2.5,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 06:00:00,19.0,4,4.75,30.0,4,7.5,11.0,4,2.75,22.0,4,5.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 07:00:00,22.0,4,5.5,11.0,4,2.75,31.0,4,7.75,12.0,4,3.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 08:00:00,28.0,5,5.6,32.0,5,6.4,18.0,5,3.6,14.0,5,2.8,1.0,2,0.5,0.0,0,0.0
2020-04-09 09:00:00,9.0,1,9.0,1.0,1,1.0,8.0,1,8.0,10.0,1,10.0,0.0,1,0.0,0.0,0,0.0
2020-04-09 10:00:00,15.0,2,7.5,8.0,2,4.0,17.0,2,8.5,9.0,2,4.5,1.0,1,1.0,0.0,0,0.0
2020-04-09 11:00:00,18.0,3,6.0,20.0,3,6.666666666666667,13.0,3,4.333333333333333,23.0,3,7.666666666666667,0.0,1,0.0,0.0,0,0.0
2020-04-09 12:00:00,23.0,4,5.75,24.0,4,6.0,20.0,4,5.0,24.0,4,6.0,1.0,1,1.0,0.0,0,0.0
2020-04-09 13:00:00,19.0,2,9.5,11.0,2,5.5,11.0,2,5.5,17.0,2,8.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 14:00:00,20.0,3,6.666666666666667,6.0,3,2.0,23.0,3,7.666666666666667,15.0,3,5.0,1.0,1,1.0,0.0,0,0.0
2020-04-09 15:00:00,485.0,151,3.2119205298013247,756.0,151,5.006622516556291,603.0,151,3.993377483443709,445.0,151,2.947019867549669,604.0,149,4.053691275167785,9.0,1,9.0
2020-04-09 16:00:00,920.0,310,2.967741935483871,1544.0,310,4.980645161290322,1217.0,310,3.925806451612903,922.0,310,2.9741935483870967,1240.0,310,4.0,41.0,6,6.833333333333333
2020-04-09 17:00:00,410.0,134,3.0597014925373136,676.0,134,5.044776119402985,531.0,134,3.962686567164179,393.0,134,2.9328358208955225,539.0,133,4.052631578947368,0.0,0,0.0
2020-04-09 18:00:00,363.0,117,3.1025641025641026,593.0,117,5.068376068376068,480.0,117,4.102564102564102,359.0,117,3.0683760683760686,440.0,115,3.8260869565217392,7.0,2,3.5
2020-04-09 19:00:00,157.0,52,3.019230769230769,253.0,52,4.865384615384615,212.0,52,4.076923076923077,151.0,52,2.9038461538461537,202.0,52,3.8846153846153846,9.0,1,9.0
2020-04-09 20:00:00,144.0,46,3.130434782608696,238.0,46,5.173913043478261,199.0,46,4.326086956521739,136.0,46,2.9565217391304346,172.0,44,3.909090909090909,0.0,0,0.0
2020-04-09 21:00:00,76.0,28,2.7142857142857144,133.0,28,4.75,113.0,28,4.035714285714286,88.0,28,3.142857142857143,101.0,27,3.740740740740741,0.0,0,0.0
2020-04-09 22:00:00,72.0,21,3.4285714285714284,101.0,21,4.809523809523809,96.0,21,4.571428571428571,74.0,21,3.5238095238095237,75.0,20,3.75,0.0,0,0.0
2020-04-09 23:00:00,24.0,8,3.0,41.0,8,5.125,34.0,8,4.25,23.0,8,2.875,32.0,8,4.0,0.0,0,0.0
2020-04-10 00:00:00,35.0,12,2.9166666666666665,45.0,12,3.75,43.0,12,3.5833333333333335,35.0,12,2.9166666666666665,35.0,10,3.5,0.0,0,0.0
2020-04-10 01:00:00,15.0,3,5.0,13.0,3,4.333333333333333,16.0,3,5.333333333333333,9.0,3,3.0,9.0,2,4.5,0.0,0,0.0
2020-04-10 02:00:00,12.0,2,6.0,11.0,2,5.5,14.0,2,7.0,6.0,2,3.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 03:00:00,7.0,3,2.3333333333333335,14.0,3,4.666666666666667,19.0,3,6.333333333333333,18.0,3,6.0,5.0,1,5.0,0.0,0,0.0
2020-04-10 04:00:00,16.0,3,5.333333333333333,5.0,3,1.6666666666666667,19.0,3,6.333333333333333,13.0,3,4.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-10 05:00:00,12.0,2,6.0,10.0,2,5.0,9.0,2,4.5,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0
2020-04-10 06:00:00,7.0,3,2.3333333333333335,10.0,3,3.3333333333333335,7.0,3,2.3333333333333335,10.0,3,3.3333333333333335,0.0,0,0.0,0.0,0,0.0
2020-04-10 07:00:00,22.0,3,7.333333333333333,14.0,3,4.666666666666667,21.0,3,7.0,7.0,3,2.3333333333333335,1.0,1,1.0,0.0,0,0.0
2020-04-10 08:00:00,25.0,5,5.0,20.0,5,4.0,32.0,5,6.4,12.0,5,2.4,1.0,2,0.5,0.0,0,0.0
2020-04-10 09:00:00,20.0,2,10.0,16.0,2,8.0,13.0,2,6.5,15.0,2,7.5,1.0,1,1.0,0.0,0,0.0
2020-04-10 10:00:00,23.0,3,7.666666666666667,17.0,3,5.666666666666667,14.0,3,4.666666666666667,18.0,3,6.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 11:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 12:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 13:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 14:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 15:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 16:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 17:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 18:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 19:00:00,77.0,17,4.529411764705882,78.0,17,4.588235294117647,83.0,17,4.882352941176471,89.0,17,5.235294117647059,2.0,5,0.4,0.0,0,0.0
2020-04-10 20:00:00,9.0,2,4.5,8.0,2,4.0,2.0,2,1.0,15.0,2,7.5,0.0,0,0.0,0.0,0,0.0
2020-04-10 21:00:00,27.0,4,6.75,20.0,4,5.0,24.0,4,6.0,36.0,4,9.0,2.0,2,1.0,0.0,0,0.0
2020-04-10 22:00:00,4.0,1,4.0,5.0,1,5.0,7.0,1,7.0,0.0,1,0.0,0.0,0,0.0,6.0,1,6.0
2020-04-10 23:00:00,9.0,2,4.5,8.0,2,4.0,15.0,2,7.5,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0
