time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-09 04:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 05:00:00,19.0,6,3.1666666666666665,30.0,6,5.0,24.0,6,4.0,22.0,6,3.6666666666666665,0.0,0,0.0,0.0,0,0.0
2020-04-09 06:00:00,33.0,5,6.6,41.0,5,8.2,25.0,5,5.0,27.0,5,5.4,0.0,0,0.0,0.0,0,0.0
2020-04-09 07:00:00,10.0,2,5.0,11.0,2,5.5,18.0,2,9.0,6.0,2,3.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 08:00:00,11.0,2,5.5,9.0,2,4.5,16.0,2,8.0,13.0,2,6.5,1.0,1,1.0,0.0,0,0.0
2020-04-09 09:00:00,33.0,4,8.25,25.0,4,6.25,24.0,4,6.0,10.0,4,2.5,0.0,1,0.0,0.0,0,0.0
2020-04-09 10:00:00,27.0,3,9.0,16.0,3,5.333333333333333,14.0,3,4.666666666666667,12.0,3,4.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 11:00:00,28.0,4,7.0,33.0,4,8.25,12.0,4,3.0,17.0,4,4.25,1.0,1,1.0,0.0,0,0.0
2020-04-09 12:00:00,32.0,5,6.4,33.0,5,6.6,28.0,5,5.6,30.0,5,6.0,1.0,1,1.0,0.0,0,0.0
2020-04-09 13:00:00,12.0,3,4.0,23.0,3,7.666666666666667,6.0,3,2.0,11.0,3,3.6666666666666665,1.0,1,1.0,0.0,0,0.0
2020-04-09 14:00:00,49.0,6,8.166666666666666,29.0,6,4.833333333333333,41.0,6,6.833333333333333,49.0,6,8.166666666666666,1.0,1,1.0,0.0,0,0.0
2020-04-09 15:00:00,125.0,61,2.0491803278688523,127.0,61,2.081967213114754,126.0,61,2.0655737704918034,131.0,61,2.1475409836065573,123.0,60,2.05,8.0,1,8.0
2020-04-09 16:00:00,239.0,117,2.0427350427350426,241.0,117,2.0598290598290596,246.0,117,2.1025641025641026,256.0,117,2.1880341880341883,231.0,115,2.008695652173913,10.0,2,5.0
2020-04-09 17:00:00,153.0,62,2.467741935483871,143.0,62,2.306451612903226,142.0,62,2.2903225806451615,139.0,62,2.2419354838709675,112.0,55,2.036363636363636,0.0,0,0.0
2020-04-09 18:00:00,70.0,29,2.413793103448276,82.0,29,2.8275862068965516,62.0,29,2.1379310344827585,84.0,29,2.896551724137931,44.0,25,1.76,0.0,0,0.0
2020-04-09 19:00:00,19.0,5,3.8,8.0,5,1.6,12.0,5,2.4,9.0,5,1.8,11.0,5,2.2,0.0,0,0.0
2020-04-09 20:00:00,20.0,8,2.5,27.0,8,3.375,32.0,8,4.0,28.0,8,3.5,8.0,5,1.6,0.0,0,0.0
2020-04-09 21:00:00,16.0,4,4.0,33.0,4,8.25,31.0,4,7.75,31.0,4,7.75,0.0,1,0.0,0.0,0,0.0
2020-04-09 22:00:00,13.0,3,4.333333333333333,21.0,3,7.0,10.0,3,3.3333333333333335,8.0,3,2.6666666666666665,1.0,2,0.5,0.0,0,0.0
2020-04-09 23:00:00,34.0,6,5.666666666666667,26.0,6,4.333333333333333,44.0,6,7.333333333333333,35.0,6,5.833333333333333,1.0,2,0.5,0.0,0,0.0
2020-04-10 00:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 01:00:00,40.0,5,8.0,21.0,5,4.2,19.0,5,3.8,25.0,5,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 02:00:00,5.0,3,1.6666666666666667,6.0,3,2.0,21.0,3,7.0,18.0,3,6.0,3.0,1,3.0,0.0,0,0.0
2020-04-10 03:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 04:00:00,22.0,5,4.4,25.0,5,5.0,17.0,5,3.4,34.0,5,6.8,0.0,0,0.0,0.0,0,0.0
2020-04-10 05:00:00,11.0,4,2.75,34.0,4,8.5,15.0,4,3.75,21.0,4,5.25,0.0,0,0.0,0.0,0,0.0
2020-04-10 06:00:00,22.0,3,7.333333333333333,17.0,3,5.666666666666667,13.0,3,4.333333333333333,8.0,3,2.6666666666666665,0.0,1,0.0,0.0,0,0.0
2020-04-10 07:00:00,7.0,1,7.0,4.0,1,4.0,8.0,1,8.0,7.0,1,7.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 08:00:00,16.0,3,5.333333333333333,21.0,3,7.0,15.0,3,5.0,25.0,3,8.333333333333334,0.0,0,0.0,0.0,0,0.0
2020-04-10 09:00:00,9.0,1,9.0,4.0,1,4.0,10.0,1,10.0,5.0,1,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 10:00:00,28.0,7,4.0,38.0,7,5.428571428571429,36.0,7,5.142857142857143,46.0,7,6.571428571428571,2.0,2,1.0,0.0,0,0.0
2020-04-10 11:00:00,21.0,6,3.5,20.0,6,3.3333333333333335,41.0,6,6.833333333333333,41.0,6,6.833333333333333,0.0,1,0.0,7.0,1,7.0
2020-04-10 12:00:00,24.0,5,4.8,29.0,5,5.8,19.0,5,3.8,23.0,5,4.6,1.0,1,1.0,0.0,0,0.0
2020-04-10 13:00:00,19.0,5,3.8,34.0,5,6.8,37.0,5,7.4,32.0,5,6.4,1.0,2,0.5,0.0,0,0.0
2020-04-10 14:00:00,32.0,5,6.4,23.0,5,4.6,16.0,5,3.2,16.0,5,3.2,0.0,0,0.0,0.0,0,0.0
2020-04-10 15:00:00,21.0,4,5.25,17.0,4,4.25,17.0,4,4.25,29.0,4,7.25,0.0,1,0.0,0.0,0,0.0
2020-04-10 16:00:00,7.0,2,3.5,12.0,2,6.0,12.0,2,6.0,13.0,2,6.5,1.0,1,1.0,0.0,0,0.0
2020-04-10 17:00:00,10.0,2,5.0,6.0,2,3.0,12.0,2,6.0,8.0,2,4.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 18:00:00,22.0,4,5.5,20.0,4,5.0,19.0,4,4.75,21.0,4,5.25,1.0,1,1.0,0.0,0,0.0
2020-04-10 19:00:00,24.0,5,4.8,34.0,5,6.8,28.0,5,5.6,34.0,5,6.8,0.0,0,0.0,0.0,0,0.0
2020-04-10 20:00:00,29.0,5,5.8,29.0,5,5.8,21.0,5,4.2,18.0,5,3.6,2.0,3,0.6666666666666666,0.0,0,0.0
2020-04-10 21:00:00,3.0,1,3.0,6.0,1,6.0,9.0,1,9.0,6.0,1,6.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 22:00:00,22.0,3,7.333333333333333,10.0,3,3.3333333333333335,10.0,3,3.3333333333333335,26.0,3,8.666666666666666,0.0,0,0.0,0.0,0,0.0
2020-04-10 23:00:00,20.0,4,5.0,20.0,4,5.0,33.0,4,8.25,18.0,4,4.5,1.0,1,1.0,0.0,0,0.0
