time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-08 08:00:00,31.0,10,3.1,56.0,10,5.6,69.0,10,6.9,51.0,10,5.1,1.0,2,0.5,0.0,0,0.0
2020-04-08 09:00:00,2930.0,972,3.01440329218107,3918.0,972,4.030864197530864,4894.0,972,5.034979423868313,1053.0,972,1.0833333333333333,1983.0,963,2.059190031152648,111.0,21,5.285714285714286
2020-04-08 10:00:00,3005.0,995,3.020100502512563,4020.0,995,4.040201005025126,5005.0,995,5.030150753768845,1025.0,995,1.0301507537688441,1888.0,986,1.9148073022312373,67.0,14,4.785714285714286
2020-04-08 11:00:00,1915.0,620,3.088709677419355,2480.0,620,4.0,3104.0,620,5.006451612903226,663.0,620,1.0693548387096774,942.0,611,1.541734860883797,63.0,10,6.3
2020-04-08 12:00:00,1129.0,366,3.0846994535519126,1471.0,366,4.01912568306011,1810.0,366,4.945355191256831,399.0,366,1.0901639344262295,536.0,354,1.5141242937853108,18.0,5,3.6
2020-04-08 13:00:00,583.0,179,3.2569832402234637,720.0,179,4.022346368715084,918.0,179,5.128491620111732,222.0,179,1.2402234636871508,229.0,169,1.3550295857988166,11.0,3,3.6666666666666665
2020-04-08 14:00:00,310.0,99,3.1313131313131315,391.0,99,3.9494949494949494,484.0,99,4.888888888888889,152.0,99,1.5353535353535352,142.0,93,1.5268817204301075,21.0,3,7.0
2020-04-08 15:00:00,133.0,38,3.5,147.0,38,3.8684210526315788,188.0,38,4.947368421052632,47.0,38,1.236842105263158,44.0,34,1.2941176470588236,2.0,1,2.0
2020-04-08 16:00:00,147.0,36,4.083333333333333,161.0,36,4.472222222222222,197.0,36,5.472222222222222,89.0,36,2.4722222222222223,37.0,25,1.48,10.0,2,5.0
2020-04-08 17:00:00,106.0,26,4.076923076923077,119.0,26,4.576923076923077,142.0,26,5.461538461538462,57.0,26,2.1923076923076925,26.0,17,1.5294117647058822,0.0,0,0.0
2020-04-08 18:00:00,42.0,13,3.230769230769231,75.0,13,5.769230769230769,62.0,13,4.769230769230769,60.0,13,4.615384615384615,3.0,7,0.42857142857142855,0.0,0,0.0
2020-04-08 19:00:00,51.0,12,4.25,67.0,12,5.583333333333333,74.0,12,6.166666666666667,45.0,12,3.75,8.0,6,1.3333333333333333,4.0,1,4.0
2020-04-08 20:00:00,38.0,10,3.8,59.0,10,5.9,63.0,10,6.3,39.0,10,3.9,5.0,4,1.25,0.0,0,0.0
2020-04-08 21:00:00,85.0,15,5.666666666666667,86.0,15,5.733333333333333,102.0,15,6.8,67.0,15,4.466666666666667,0.0,1,0.0,0.0,0,0.0
2020-04-08 22:00:00,63.0,12,5.25,59.0,12,4.916666666666667,58.0,12,4.833333333333333,53.0,12,4.416666666666667,0.0,0,0.0,0.0,0,0.0
2020-04-08 23:00:00,41.0,9,4.555555555555555,54.0,9,6.0,64.0,9,7.111111111111111,44.0,9,4.888888888888889,1.0,1,1.0,0.0,0,0.0
2020-04-09 00:00:00,49.0,9,5.444444444444445,36.0,9,4.0,76.0,9,8.444444444444445,58.0,9,6.444444444444445,1.0,1,1.0,0.0,0,0.0
2020-04-09 01:00:00,44.0,10,4.4,60.0,10,6.0,38.0,10,3.8,47.0,10,4.7,2.0,2,1.0,0.0,1,0.0
2020-04-09 02:00:00,73.0,11,6.636363636363637,47.0,11,4.2727272727272725,76.0,11,6.909090909090909,62.0,11,5.636363636363637,0.0,1,0.0,0.0,0,0.0
2020-04-09 03:00:00,30.0,5,6.0,19.0,5,3.8,26.0,5,5.2,40.0,5,8.0,0.0,0,0.0,9.0,1,9.0
2020-04-09 04:00:00,31.0,9,3.4444444444444446,52.0,9,5.777777777777778,45.0,9,5.0,60.0,9,6.666666666666667,1.0,2,0.5,0.0,0,0.0
2020-04-09 05:00:00,41.0,7,5.857142857142857,34.0,7,4.857142857142857,22.0,7,3.142857142857143,41.0,7,5.857142857142857,0.0,0,0.0,0.0,0,0.0
2020-04-09 06:00:00,41.0,6,6.833333333333333,27.0,6,4.5,33.0,6,5.5,44.0,6,7.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-09 07:00:00,56.0,10,5.6,49.0,10,4.9,59.0,10,5.9,47.0,10,4.7,0.0,1,0.0,0.0,0,0.0
2020-04-09 08:00:00,58.0,11,5.2727272727272725,69.0,11,6.2727272727272725,68.0,11,6.181818181818182,33.0,11,3.0,0.0,1,0.0,0.0,0,0.0
2020-04-09 09:00:00,5.0,2,2.5,9.0,2,4.5,16.0,2,8.0,7.0,2,3.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 10:00:00,57.0,12,4.75,51.0,12,4.25,51.0,12,4.25,62.0,12,5.166666666666667,0.0,2,0.0,0.0,0,0.0
2020-04-09 11:00:00,60.0,9,6.666666666666667,68.0,9,7.555555555555555,63.0,9,7.0,64.0,9,7.111111111111111,0.0,1,0.0,4.0,1,4.0
2020-04-09 12:00:00,63.0,12,5.25,74.0,12,6.166666666666667,76.0,12,6.333333333333333,81.0,12,6.75,1.0,1,1.0,0.0,0,0.0
2020-04-09 13:00:00,33.0,6,5.5,35.0,6,5.833333333333333,26.0,6,4.333333333333333,29.0,6,4.833333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-09 14:00:00,83.0,11,7.545454545454546,54.0,11,4.909090909090909,73.0,11,6.636363636363637,52.0,11,4.7272727272727275,0.0,0,0.0,0.0,0,0.0
2020-04-09 15:00:00,903.0,292,3.0924657534246576,1487.0,292,5.092465753424658,1188.0,292,4.068493150684931,324.0,292,1.1095890410958904,287.0,282,1.0177304964539007,6.0,2,3.0
2020-04-09 16:00:00,1022.0,343,2.979591836734694,1710.0,343,4.985422740524782,1362.0,343,3.9708454810495626,374.0,343,1.0903790087463556,349.0,337,1.0356083086053411,40.0,9,4.444444444444445
2020-04-09 17:00:00,404.0,135,2.9925925925925925,679.0,135,5.029629629629629,562.0,135,4.162962962962963,185.0,135,1.3703703703703705,129.0,127,1.015748031496063,15.0,3,5.0
2020-04-09 18:00:00,231.0,71,3.2535211267605635,363.0,71,5.112676056338028,301.0,71,4.23943661971831,125.0,71,1.7605633802816902,74.0,63,1.1746031746031746,0.0,0,0.0
2020-04-09 19:00:00,135.0,34,3.9705882352941178,160.0,34,4.705882352941177,125.0,34,3.676470588235294,93.0,34,2.735294117647059,24.0,24,1.0,10.0,1,10.0
2020-04-09 20:00:00,76.0,16,4.75,80.0,16,5.0,71.0,16,4.4375,44.0,16,2.75,7.0,8,0.875,3.0,1,3.0
2020-04-09 21:00:00,68.0,14,4.857142857142857,60.0,14,4.285714285714286,74.0,14,5.285714285714286,67.0,14,4.785714285714286,4.0,5,0.8,0.0,0,0.0
2020-04-09 22:00:00,45.0,8,5.625,26.0,8,3.25,46.0,8,5.75,22.0,8,2.75,3.0,3,1.0,9.0,1,9.0
2020-04-09 23:00:00,64.0,11,5.818181818181818,63.0,11,5.7272727272727275,67.0,11,6.090909090909091,47.0,11,4.2727272727272725,2.0,2,1.0,0.0,0,0.0
2020-04-10 00:00:00,35.0,9,3.888888888888889,38.0,9,4.222222222222222,58.0,9,6.444444444444445,55.0,9,6.111111111111111,1.0,1,1.0,0.0,0,0.0
2020-04-10 01:00:00,29.0,9,3.2222222222222223,49.0,9,5.444444444444445,27.0,9,3.0,40.0,9,4.444444444444445,0.0,0,0.0,0.0,0,0.0
2020-04-10 02:00:00,82.0,13,6.3076923076923075,78.0,13,6.0,77.0,13,5.923076923076923,89.0,13,6.846153846153846,0.0,3,0.0,1.0,1,1.0
2020-04-10 03:00:00,42.0,9,4.666666666666667,47.0,9,5.222222222222222,50.0,9,5.555555555555555,56.0,9,6.222222222222222,1.0,3,0.3333333333333333,0.0,0,0.0
2020-04-10 04:00:00,29.0,6,4.833333333333333,37.0,6,6.166666666666667,27.0,6,4.5,29.0,6,4.833333333333333,1.0,1,1.0,0.0,0,0.0
2020-04-10 05:00:00,36.0,7,5.142857142857143,30.0,7,4.285714285714286,33.0,7,4.714285714285714,29.0,7,4.142857142857143,0.0,0,0.0,0.0,0,0.0
2020-04-10 06:00:00,38.0,11,3.4545454545454546,45.0,11,4.090909090909091,40.0,11,3.6363636363636362,75.0,11,6.818181818181818,2.0,4,0.5,0.0,0,0.0
2020-04-10 07:00:00,42.0,8,5.25,41.0,8,5.125,49.0,8,6.125,57.0,8,7.125,0.0,0,0.0,0.0,0,0.0
2020-04-10 08:00:00,40.0,7,5.714285714285714,38.0,7,5.428571428571429,42.0,7,6.0,41.0,7,5.857142857142857,0.0,0,0.0,0.0,0,0.0
2020-04-10 09:00:00,43.0,8,5.375,44.0,8,5.5,42.0,8,5.25,42.0,8,5.25,0.0,0,0.0,0.0,0,0.0
2020-04-10 10:00:00,48.0,10,4.8,36.0,10,3.6,58.0,10,5.8,58.0,10,5.8,1.0,1,1.0,0.0,0,0.0
2020-04-10 11:00:00,36.0,6,6.0,36.0,6,6.0,21.0,6,3.5,42.0,6,7.0,0.0,2,0.0,0.0,0,0.0
2020-04-10 12:00:00,52.0,11,4.7272727272727275,72.0,11,6.545454545454546,43.0,11,3.909090909090909,56.0,11,5.090909090909091,0.0,0,0.0,2.0,1,2.0
2020-04-10 13:00:00,45.0,8,5.625,38.0,8,4.75,53.0,8,6.625,60.0,8,7.5,1.0,1,1.0,0.0,0,0.0
2020-04-10 14:00:00,46.0,7,6.571428571428571,30.0,7,4.285714285714286,32.0,7,4.571428571428571,56.0,7,8.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 15:00:00,58.0,8,7.25,67.0,8,8.375,42.0,8,5.25,50.0,8,6.25,1.0,3,0.3333333333333333,0.0,0,0.0
2020-04-10 16:00:00,39.0,7,5.571428571428571,38.0,7,5.428571428571429,37.0,7,5.285714285714286,35.0,7,5.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 17:00:00,74.0,13,5.6923076923076925,73.0,13,5.615384615384615,69.0,13,5.3076923076923075,62.0,13,4.769230769230769,0.0,0,0.0,0.0,0,0.0
2020-04-10 18:00:00,68.0,12,5.666666666666667,70.0,12,5.833333333333333,76.0,12,6.333333333333333,68.0,12,5.666666666666667,1.0,2,0.5,3.0,1,3.0
2020-04-10 19:00:00,34.0,9,3.7777777777777777,36.0,9,4.0,34.0,9,3.7777777777777777,79.0,9,8.777777777777779,0.0,0,0.0,0.0,0,0.0
2020-04-10 20:00:00,107.0,21,5.095238095238095,108.0,21,5.142857142857143,103.0,21,4.904761904761905,162.0,21,7.714285714285714,4.0,5,0.8,0.0,0,0.0
2020-04-10 21:00:00,43.0,8,5.375,39.0,8,4.875,33.0,8,4.125,52.0,8,6.5,0.0,0,0.0,0.0,0,0.0
2020-04-10 22:00:00,88.0,12,7.333333333333333,50.0,12,4.166666666666667,51.0,12,4.25,71.0,12,5.916666666666667,1.0,2,0.5,0.0,0,0.0
2020-04-10 23:00:00,28.0,6,4.666666666666667,23.0,6,3.8333333333333335,36.0,6,6.0,25.0,6,4.166666666666667,1.0,1,1.0,0.0,0,0.0
