time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-07 09:00:00,29.0,5,5.8,21.0,5,4.2,27.0,5,5.4,41.0,5,8.2,1.0,1,1.0,25.0,5,5.0
2020-04-07 10:00:00,12.0,3,4.0,9.0,3,3.0,15.0,3,5.0,10.0,3,3.3333333333333335,0.0,0,0.0,21.0,3,7.0
2020-04-07 11:00:00,18.0,2,9.0,18.0,2,9.0,4.0,2,2.0,13.0,2,6.5,0.0,0,0.0,13.0,2,6.5
2020-04-07 12:00:00,14.0,2,7.0,14.0,2,7.0,0.0,2,0.0,7.0,2,3.5,0.0,0,0.0,2.0,2,1.0
2020-04-07 13:00:00,6.0,2,3.0,0.0,2,0.0,7.0,2,3.5,11.0,2,5.5,1.0,1,1.0,15.0,2,7.5
2020-04-07 14:00:00,19.0,4,4.75,33.0,4,8.25,24.0,4,6.0,27.0,4,6.75,0.0,0,0.0,22.0,4,5.5
2020-04-07 15:00:00,8.0,2,4.0,6.0,2,3.0,8.0,2,4.0,6.0,2,3.0,0.0,0,0.0,10.0,2,5.0
2020-04-07 16:00:00,27.0,6,4.5,22.0,6,3.6666666666666665,21.0,6,3.5,28.0,6,4.666666666666667,2.0,2,1.0,29.0,6,4.833333333333333
2020-04-07 17:00:00,14.0,4,3.5,24.0,4,6.0,11.0,4,2.75,23.0,4,5.75,0.0,1,0.0,26.0,4,6.5
2020-04-07 18:00:00,32.0,7,4.571428571428571,36.0,7,5.142857142857143,45.0,7,6.428571428571429,47.0,7,6.714285714285714,0.0,0,0.0,42.0,7,6.0
2020-04-07 19:00:00,9.0,3,3.0,6.0,3,2.0,19.0,3,6.333333333333333,14.0,3,4.666666666666667,0.0,0,0.0,22.0,3,7.333333333333333
2020-04-07 20:00:00,18.0,3,6.0,28.0,3,9.333333333333334,18.0,3,6.0,6.0,3,2.0,0.0,0,0.0,14.0,3,4.666666666666667
2020-04-07 21:00:00,30.0,4,7.5,19.0,4,4.75,21.0,4,5.25,9.0,4,2.25,0.0,1,0.0,13.0,4,3.25
2020-04-07 22:00:00,12.0,3,4.0,27.0,3,9.0,17.0,3,5.666666666666667,4.0,3,1.3333333333333333,0.0,0,0.0,9.0,3,3.0
2020-04-07 23:00:00,52.0,8,6.5,48.0,8,6.0,65.0,8,8.125,30.0,8,3.75,1.0,1,1.0,53.0,8,6.625
2020-04-08 00:00:00,59.0,9,6.555555555555555,47.0,9,5.222222222222222,37.0,9,4.111111111111111,56.0,9,6.222222222222222,0.0,5,0.0,55.0,9,6.111111111111111
2020-04-08 01:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-08 02:00:00,18.0,4,4.5,9.0,4,2.25,12.0,4,3.0,28.0,4,7.0,1.0,1,1.0,19.0,4,4.75
2020-04-08 03:00:00,16.0,2,8.0,20.0,2,10.0,3.0,2,1.5,9.0,2,4.5,0.0,0,0.0,16.0,2,8.0
2020-04-08 04:00:00,25.0,6,4.166666666666667,28.0,6,4.666666666666667,37.0,6,6.166666666666667,43.0,6,7.166666666666667,0.0,1,0.0,38.0,6,6.333333333333333
2020-04-08 05:00:00,23.0,4,5.75,32.0,4,8.0,29.0,4,7.25,21.0,4,5.25,0.0,0,0.0,30.0,4,7.5
2020-04-08 06:00:00,16.0,5,3.2,25.0,5,5.0,28.0,5,5.6,19.0,5,3.8,0.0,1,0.0,26.0,5,5.2
2020-04-08 07:00:00,8.0,1,8.0,8.0,1,8.0,2.0,1,2.0,0.0,1,0.0,0.0,1,0.0,9.0,1,9.0
2020-04-08 08:00:00,15.0,5,3.0,30.0,5,6.0,21.0,5,4.2,23.0,5,4.6,0.0,1,0.0,29.0,5,5.8
2020-04-08 09:00:00,1207.0,306,3.9444444444444446,1844.0,306,6.026143790849673,1232.0,306,4.026143790849673,958.0,306,3.130718954248366,290.0,304,0.9539473684210527,317.0,306,1.0359477124183007
2020-04-08 10:00:00,1014.0,259,3.9150579150579152,1559.0,259,6.019305019305019,1044.0,259,4.030888030888031,778.0,259,3.003861003861004,229.0,257,0.8910505836575876,270.0,259,1.0424710424710424
2020-04-08 11:00:00,729.0,182,4.0054945054945055,1093.0,182,6.0054945054945055,719.0,182,3.9505494505494507,541.0,182,2.9725274725274726,121.0,180,0.6722222222222223,211.0,182,1.1593406593406594
2020-04-08 12:00:00,423.0,107,3.953271028037383,639.0,107,5.97196261682243,443.0,107,4.140186915887851,332.0,107,3.102803738317757,74.0,104,0.7115384615384616,114.0,107,1.0654205607476634
2020-04-08 13:00:00,164.0,38,4.315789473684211,219.0,38,5.7631578947368425,149.0,38,3.9210526315789473,113.0,38,2.973684210526316,21.0,36,0.5833333333333334,53.0,38,1.394736842105263
2020-04-08 14:00:00,82.0,20,4.1,128.0,20,6.4,85.0,20,4.25,67.0,20,3.35,7.0,17,0.4117647058823529,35.0,20,1.75
2020-04-08 15:00:00,59.0,13,4.538461538461538,75.0,13,5.769230769230769,63.0,13,4.846153846153846,43.0,13,3.3076923076923075,3.0,10,0.3,31.0,13,2.3846153846153846
2020-04-08 16:00:00,45.0,12,3.75,60.0,12,5.0,63.0,12,5.25,49.0,12,4.083333333333333,1.0,5,0.2,48.0,12,4.0
2020-04-08 17:00:00,25.0,7,3.5714285714285716,44.0,7,6.285714285714286,40.0,7,5.714285714285714,28.0,7,4.0,0.0,2,0.0,25.0,7,3.5714285714285716
2020-04-08 18:00:00,21.0,5,4.2,12.0,5,2.4,23.0,5,4.6,39.0,5,7.8,0.0,0,0.0,22.0,5,4.4
2020-04-08 19:00:00,12.0,2,6.0,10.0,2,5.0,4.0,2,2.0,16.0,2,8.0,2.0,2,1.0,0.0,2,0.0
2020-04-08 20:00:00,38.0,8,4.75,53.0,8,6.625,42.0,8,5.25,40.0,8,5.0,0.0,2,0.0,15.0,8,1.875
2020-04-08 21:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-08 22:00:00,29.0,3,9.666666666666666,9.0,3,3.0,5.0,3,1.6666666666666667,25.0,3,8.333333333333334,0.0,0,0.0,21.0,3,7.0
2020-04-08 23:00:00,13.0,2,6.5,11.0,2,5.5,2.0,2,1.0,7.0,2,3.5,0.0,0,0.0,11.0,2,5.5
2020-04-09 00:00:00,20.0,3,6.666666666666667,21.0,3,7.0,11.0,3,3.6666666666666665,14.0,3,4.666666666666667,0.0,0,0.0,21.0,3,7.0
2020-04-09 01:00:00,23.0,5,4.6,35.0,5,7.0,26.0,5,5.2,30.0,5,6.0,1.0,1,1.0,23.0,5,4.6
2020-04-09 02:00:00,31.0,5,6.2,36.0,5,7.2,21.0,5,4.2,18.0,5,3.6,1.0,1,1.0,37.0,5,7.4
2020-04-09 03:00:00,33.0,6,5.5,25.0,6,4.166666666666667,19.0,6,3.1666666666666665,26.0,6,4.333333333333333,0.0,0,0.0,23.0,6,3.8333333333333335
2020-04-09 04:00:00,16.0,2,8.0,16.0,2,8.0,16.0,2,8.0,13.0,2,6.5,0.0,0,0.0,13.0,2,6.5
2020-04-09 05:00:00,19.0,3,6.333333333333333,21.0,3,7.0,21.0,3,7.0,15.0,3,5.0,1.0,2,0.5,23.0,3,7.666666666666667
2020-04-09 06:00:00,20.0,4,5.0,18.0,4,4.5,19.0,4,4.75,19.0,4,4.75,0.0,0,0.0,23.0,4,5.75
2020-04-09 07:00:00,7.0,1,7.0,8.0,1,8.0,9.0,1,9.0,0.0,1,0.0,0.0,0,0.0,10.0,1,10.0
2020-04-09 08:00:00,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 09:00:00,10.0,2,5.0,11.0,2,5.5,8.0,2,4.0,20.0,2,10.0,0.0,0,0.0,12.0,2,6.0
2020-04-09 10:00:00,18.0,3,6.0,17.0,3,5.666666666666667,22.0,3,7.333333333333333,18.0,3,6.0,0.0,0,0.0,12.0,3,4.0
2020-04-09 11:00:00,30.0,4,7.5,24.0,4,6.0,20.0,4,5.0,27.0,4,6.75,0.0,0,0.0,13.0,4,3.25
2020-04-09 12:00:00,13.0,2,6.5,13.0,2,6.5,5.0,2,2.5,11.0,2,5.5,0.0,1,0.0,15.0,2,7.5
2020-04-09 13:00:00,22.0,4,5.5,19.0,4,4.75,9.0,4,2.25,15.0,4,3.75,0.0,0,0.0,34.0,4,8.5
2020-04-09 14:00:00,7.0,3,2.3333333333333335,24.0,3,8.0,20.0,3,6.666666666666667,14.0,3,4.666666666666667,0.0,0,0.0,5.0,3,1.6666666666666667
2020-04-09 15:00:00,380.0,78,4.871794871794871,172.0,78,2.2051282051282053,312.0,78,4.0,239.0,78,3.0641025641025643,22.0,75,0.29333333333333333,84.0,78,1.0769230769230769
2020-04-09 16:00:00,497.0,97,5.123711340206185,202.0,97,2.082474226804124,366.0,97,3.7731958762886597,297.0,97,3.0618556701030926,36.0,95,0.37894736842105264,95.0,97,0.979381443298969
2020-04-09 17:00:00,247.0,47,5.25531914893617,116.0,47,2.4680851063829787,182.0,47,3.872340425531915,163.0,47,3.4680851063829787,13.0,44,0.29545454545454547,60.0,47,1.2765957446808511
2020-04-09 18:00:00,138.0,28,4.928571428571429,67.0,28,2.392857142857143,119.0,28,4.25,92.0,28,3.2857142857142856,5.0,24,0.20833333333333334,57.0,28,2.0357142857142856
2020-04-09 19:00:00,52.0,7,7.428571428571429,33.0,7,4.714285714285714,45.0,7,6.428571428571429,34.0,7,4.857142857142857,0.0,1,0.0,45.0,7,6.428571428571429
2020-04-09 20:00:00,57.0,10,5.7,31.0,10,3.1,47.0,10,4.7,39.0,10,3.9,2.0,7,0.2857142857142857,16.0,10,1.6
2020-04-09 21:00:00,20.0,4,5.0,28.0,4,7.0,24.0,4,6.0,19.0,4,4.75,0.0,0,0.0,29.0,4,7.25
2020-04-09 22:00:00,55.0,8,6.875,33.0,8,4.125,26.0,8,3.25,29.0,8,3.625,0.0,3,0.0,39.0,8,4.875
2020-04-09 23:00:00,18.0,4,4.5,25.0,4,6.25,29.0,4,7.25,33.0,4,8.25,0.0,0,0.0,21.0,4,5.25
2020-04-10 00:00:00,41.0,7,5.857142857142857,23.0,7,3.2857142857142856,35.0,7,5.0,25.0,7,3.5714285714285716,1.0,2,0.5,15.0,7,2.142857142857143
2020-04-10 01:00:00,14.0,4,3.5,26.0,4,6.5,6.0,4,1.5,11.0,4,2.75,0.0,1,0.0,28.0,4,7.0
2020-04-10 02:00:00,16.0,3,5.333333333333333,11.0,3,3.6666666666666665,17.0,3,5.666666666666667,19.0,3,6.333333333333333,1.0,1,1.0,19.0,3,6.333333333333333
2020-04-10 03:00:00,21.0,5,4.2,22.0,5,4.4,27.0,5,5.4,19.0,5,3.8,2.0,3,0.6666666666666666,25.0,5,5.0
2020-04-10 04:00:00,43.0,6,7.166666666666667,30.0,6,5.0,30.0,6,5.0,38.0,6,6.333333333333333,0.0,0,0.0,32.0,6,5.333333333333333
2020-04-10 05:00:00,15.0,2,7.5,15.0,2,7.5,10.0,2,5.0,6.0,2,3.0,1.0,1,1.0,18.0,2,9.0
2020-04-10 06:00:00,1.0,1,1.0,10.0,1,10.0,4.0,1,4.0,1.0,1,1.0,0.0,0,0.0,4.0,1,4.0
2020-04-10 07:00:00,6.0,2,3.0,18.0,2,9.0,7.0,2,3.5,6.0,2,3.0,0.0,0,0.0,12.0,2,6.0
2020-04-10 08:00:00,31.0,7,4.428571428571429,24.0,7,3.4285714285714284,34.0,7,4.857142857142857,40.0,7,5.714285714285714,3.0,4,0.75,28.0,7,4.0
2020-04-10 09:00:00,7.0,2,3.5,12.0,2,6.0,12.0,2,6.0,16.0,2,8.0,0.0,1,0.0,16.0,2,8.0
2020-04-10 10:00:00,21.0,3,7.0,6.0,3,2.0,29.0,3,9.666666666666666,10.0,3,3.3333333333333335,0.0,0,0.0,13.0,3,4.333333333333333
2020-04-10 11:00:00,16.0,3,5.333333333333333,20.0,3,6.666666666666667,26.0,3,8.666666666666666,23.0,3,7.666666666666667,1.0,3,0.3333333333333333,17.0,3,5.666666666666667
2020-04-10 12:00:00,38.0,7,5.428571428571429,39.0,7,5.571428571428571,35.0,7,5.0,49.0,7,7.0,0.0,0,0.0,41.0,7,5.857142857142857
2020-04-10 13:00:00,22.0,4,5.5,16.0,4,4.0,27.0,4,6.75,28.0,4,7.0,0.0,1,0.0,13.0,4,3.25
2020-04-10 14:00:00,16.0,3,5.333333333333333,8.0,3,2.6666666666666665,15.0,3,5.0,24.0,3,8.0,0.0,0,0.0,13.0,3,4.333333333333333
2020-04-10 15:00:00,12.0,2,6.0,11.0,2,5.5,9.0,2,4.5,16.0,2,8.0,0.0,0,0.0,6.0,2,3.0
2020-04-10 16:00:00,15.0,3,5.0,28.0,3,9.333333333333334,19.0,3,6.333333333333333,14.0,3,4.666666666666667,0.0,1,0.0,2.0,3,0.6666666666666666
2020-04-10 17:00:00,2.0,1,2.0,5.0,1,5.0,4.0,1,4.0,3.0,1,3.0,0.0,1,0.0,6.0,1,6.0
2020-04-10 18:00:00,25.0,5,5.0,37.0,5,7.4,17.0,5,3.4,24.0,5,4.8,0.0,0,0.0,18.0,5,3.6
2020-04-10 19:00:00,30.0,5,6.0,23.0,5,4.6,17.0,5,3.4,33.0,5,6.6,0.0,0,0.0,12.0,5,2.4
2020-04-10 20:00:00,15.0,2,7.5,19.0,2,9.5,13.0,2,6.5,3.0,2,1.5,1.0,1,1.0,15.0,2,7.5
2020-04-10 21:00:00,21.0,5,4.2,33.0,5,6.6,29.0,5,5.8,30.0,5,6.0,0.0,0,0.0,33.0,5,6.6
2020-04-10 22:00:00,1.0,1,1.0,3.0,1,3.0,1.0,1,1.0,9.0,1,9.0,0.0,1,0.0,2.0,1,2.0
2020-04-10 23:00:00,41.0,9,4.555555555555555,39.0,9,4.333333333333333,63.0,9,7.0,68.0,9,7.555555555555555,2.0,3,0.6666666666666666,49.0,9,5.444444444444445
