time,total sewer & water,number of sewer & water,average sewer & water,total power,number of power,average power,total roads & bridges,number of roads & bridges,average roads & bridges,total buildings,number of buildings,average buildings,total shake intensity,number of shake intensity,average shake intensity,total medical,number of medical,average medical
2020-04-08 19:00:00,19.0,5,3.8,31.0,5,6.2,27.0,5,5.4,21.0,5,4.2,8.0,3,2.6666666666666665,8.0,1,8.0
2020-04-08 20:00:00,5.0,2,2.5,10.0,2,5.0,4.0,2,2.0,9.0,2,4.5,3.0,1,3.0,0.0,0,0.0
2020-04-08 21:00:00,42.0,5,8.4,33.0,5,6.6,26.0,5,5.2,33.0,5,6.6,1.0,1,1.0,0.0,0,0.0
2020-04-08 22:00:00,21.0,3,7.0,10.0,3,3.3333333333333335,18.0,3,6.0,13.0,3,4.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-08 23:00:00,12.0,2,6.0,3.0,2,1.5,9.0,2,4.5,19.0,2,9.5,0.0,0,0.0,0.0,0,0.0
2020-04-09 00:00:00,20.0,3,6.666666666666667,15.0,3,5.0,19.0,3,6.333333333333333,19.0,3,6.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-09 01:00:00,37.0,5,7.4,30.0,5,6.0,25.0,5,5.0,35.0,5,7.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 02:00:00,22.0,3,7.333333333333333,24.0,3,8.0,6.0,3,2.0,20.0,3,6.666666666666667,0.0,0,0.0,0.0,0,0.0
2020-04-09 03:00:00,18.0,3,6.0,16.0,3,5.333333333333333,20.0,3,6.666666666666667,28.0,3,9.333333333333334,0.0,1,0.0,0.0,0,0.0
2020-04-09 04:00:00,51.0,7,7.285714285714286,46.0,7,6.571428571428571,36.0,7,5.142857142857143,35.0,7,5.0,1.0,2,0.5,0.0,0,0.0
2020-04-09 05:00:00,19.0,3,6.333333333333333,18.0,3,6.0,13.0,3,4.333333333333333,17.0,3,5.666666666666667,0.0,0,0.0,0.0,0,0.0
2020-04-09 06:00:00,23.0,6,3.8333333333333335,23.0,6,3.8333333333333335,29.0,6,4.833333333333333,19.0,6,3.1666666666666665,0.0,1,0.0,0.0,0,0.0
2020-04-09 07:00:00,13.0,2,6.5,3.0,2,1.5,16.0,2,8.0,13.0,2,6.5,0.0,1,0.0,0.0,0,0.0
2020-04-09 08:00:00,23.0,4,5.75,13.0,4,3.25,17.0,4,4.25,29.0,4,7.25,0.0,0,0.0,0.0,0,0.0
2020-04-09 09:00:00,8.0,1,8.0,6.0,1,6.0,7.0,1,7.0,2.0,1,2.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 10:00:00,20.0,5,4.0,35.0,5,7.0,32.0,5,6.4,21.0,5,4.2,1.0,1,1.0,0.0,0,0.0
2020-04-09 11:00:00,16.0,2,8.0,5.0,2,2.5,9.0,2,4.5,20.0,2,10.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 12:00:00,23.0,4,5.75,23.0,4,5.75,10.0,4,2.5,36.0,4,9.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 13:00:00,21.0,3,7.0,12.0,3,4.0,20.0,3,6.666666666666667,15.0,3,5.0,0.0,0,0.0,0.0,0,0.0
2020-04-09 14:00:00,27.0,5,5.4,28.0,5,5.6,26.0,5,5.2,23.0,5,4.6,1.0,2,0.5,0.0,0,0.0
2020-04-09 15:00:00,842.0,211,3.990521327014218,405.0,211,1.919431279620853,878.0,211,4.161137440758294,1053.0,211,4.990521327014218,627.0,209,3.0,20.0,4,5.0
2020-04-09 16:00:00,1121.0,269,4.16728624535316,573.0,269,2.130111524163569,1065.0,269,3.95910780669145,1360.0,269,5.055762081784387,773.0,264,2.928030303030303,27.0,5,5.4
2020-04-09 17:00:00,427.0,108,3.9537037037037037,232.0,108,2.1481481481481484,454.0,108,4.203703703703703,548.0,108,5.074074074074074,312.0,105,2.9714285714285715,0.0,0,0.0
2020-04-09 18:00:00,161.0,39,4.128205128205129,93.0,39,2.3846153846153846,159.0,39,4.076923076923077,191.0,39,4.897435897435898,101.0,35,2.8857142857142857,6.0,1,6.0
2020-04-09 19:00:00,68.0,18,3.7777777777777777,72.0,18,4.0,59.0,18,3.2777777777777777,115.0,18,6.388888888888889,40.0,14,2.857142857142857,0.0,1,0.0
2020-04-09 20:00:00,49.0,9,5.444444444444445,27.0,9,3.0,37.0,9,4.111111111111111,41.0,9,4.555555555555555,20.0,6,3.3333333333333335,0.0,0,0.0
2020-04-09 21:00:00,8.0,3,2.6666666666666665,11.0,3,3.6666666666666665,8.0,3,2.6666666666666665,11.0,3,3.6666666666666665,6.0,2,3.0,0.0,0,0.0
2020-04-09 22:00:00,21.0,6,3.5,23.0,6,3.8333333333333335,39.0,6,6.5,32.0,6,5.333333333333333,6.0,2,3.0,0.0,0,0.0
2020-04-09 23:00:00,17.0,3,5.666666666666667,12.0,3,4.0,14.0,3,4.666666666666667,14.0,3,4.666666666666667,0.0,2,0.0,0.0,0,0.0
2020-04-10 00:00:00,32.0,6,5.333333333333333,23.0,6,3.8333333333333335,29.0,6,4.833333333333333,46.0,6,7.666666666666667,5.0,3,1.6666666666666667,1.0,1,1.0
2020-04-10 01:00:00,7.0,1,7.0,9.0,1,9.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 02:00:00,1.0,1,1.0,8.0,1,8.0,10.0,1,10.0,9.0,1,9.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 03:00:00,45.0,8,5.625,53.0,8,6.625,48.0,8,6.0,24.0,8,3.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 04:00:00,13.0,3,4.333333333333333,23.0,3,7.666666666666667,14.0,3,4.666666666666667,19.0,3,6.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-10 05:00:00,13.0,4,3.25,11.0,4,2.75,23.0,4,5.75,18.0,4,4.5,0.0,1,0.0,0.0,0,0.0
2020-04-10 06:00:00,29.0,4,7.25,30.0,4,7.5,23.0,4,5.75,27.0,4,6.75,0.0,1,0.0,0.0,0,0.0
2020-04-10 07:00:00,29.0,5,5.8,25.0,5,5.0,26.0,5,5.2,33.0,5,6.6,0.0,0,0.0,0.0,0,0.0
2020-04-10 08:00:00,31.0,6,5.166666666666667,30.0,6,5.0,27.0,6,4.5,34.0,6,5.666666666666667,1.0,1,1.0,6.0,1,6.0
2020-04-10 09:00:00,28.0,5,5.6,30.0,5,6.0,35.0,5,7.0,25.0,5,5.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 10:00:00,28.0,3,9.333333333333334,21.0,3,7.0,18.0,3,6.0,16.0,3,5.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-10 11:00:00,13.0,2,6.5,12.0,2,6.0,14.0,2,7.0,13.0,2,6.5,0.0,0,0.0,0.0,0,0.0
2020-04-10 12:00:00,14.0,4,3.5,22.0,4,5.5,27.0,4,6.75,22.0,4,5.5,0.0,0,0.0,0.0,0,0.0
2020-04-10 13:00:00,10.0,2,5.0,18.0,2,9.0,19.0,2,9.5,18.0,2,9.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 14:00:00,40.0,6,6.666666666666667,20.0,6,3.3333333333333335,37.0,6,6.166666666666667,31.0,6,5.166666666666667,0.0,1,0.0,0.0,0,0.0
2020-04-10 15:00:00,10.0,3,3.3333333333333335,23.0,3,7.666666666666667,16.0,3,5.333333333333333,18.0,3,6.0,1.0,1,1.0,0.0,0,0.0
2020-04-10 16:00:00,25.0,5,5.0,39.0,5,7.8,26.0,5,5.2,15.0,5,3.0,0.0,1,0.0,0.0,0,0.0
2020-04-10 17:00:00,17.0,4,4.25,25.0,4,6.25,18.0,4,4.5,17.0,4,4.25,0.0,0,0.0,0.0,0,0.0
2020-04-10 18:00:00,22.0,3,7.333333333333333,14.0,3,4.666666666666667,26.0,3,8.666666666666666,13.0,3,4.333333333333333,0.0,0,0.0,0.0,0,0.0
2020-04-10 19:00:00,17.0,3,5.666666666666667,19.0,3,6.333333333333333,12.0,3,4.0,9.0,3,3.0,0.0,0,0.0,0.0,0,0.0
2020-04-10 20:00:00,6.0,1,6.0,2.0,1,2.0,3.0,1,3.0,10.0,1,10.0,0.0,1,0.0,0.0,0,0.0
2020-04-10 21:00:00,20.0,7,2.857142857142857,28.0,7,4.0,44.0,7,6.285714285714286,56.0,7,8.0,2.0,2,1.0,0.0,0,0.0
2020-04-10 22:00:00,21.0,7,3.0,47.0,7,6.714285714285714,40.0,7,5.714285714285714,31.0,7,4.428571428571429,1.0,4,0.25,0.0,0,0.0
2020-04-10 23:00:00,19.0,2,9.5,10.0,2,5.0,16.0,2,8.0,12.0,2,6.0,0.0,0,0.0,0.0,0,0.0
